TransactionID,CustomerID,TransactionDate,Product,Quantity,UnitPrice,TotalAmount,Country
6301,496,2024-03-09,Books,4,35.59,142.37,UK
5806,377,2024-03-09,Electronics,3,41.2,123.61,USA
5807,377,2024-03-10,Home & Garden,1,34.86,34.86,France
5873,387,2024-03-10,Toys,1,80.31,80.31,USA
6286,491,2024-03-11,Sports,1,145.54,145.54,Canada
6181,454,2024-03-11,Beauty,2,133.64,267.29,France
5924,396,2024-03-11,Sports,1,119.76,119.76,Canada
6129,438,2024-03-11,Home & Garden,3,89.76,269.29,UK
6060,419,2024-03-11,Toys,2,9.13,18.25,Canada
6014,410,2024-03-11,Home & Garden,2,59.44,118.89,USA
6095,426,2024-03-11,Automotive,4,37.01,148.05,Canada
5938,398,2024-03-11,Food & Beverage,4,21.62,86.47,Canada
6145,442,2024-03-11,Sports,5,10.45,52.24,UK
6099,427,2024-03-11,Automotive,2,44.61,89.22,USA
5573,341,2024-03-11,Health,3,17.03,51.1,USA
6047,417,2024-03-12,Clothing,3,16.56,49.68,Canada
6101,428,2024-03-12,Home & Garden,5,59.94,299.68,Canada
5489,328,2024-03-12,Toys,4,36.52,146.07,Canada
5659,355,2024-03-13,Health,3,42.74,128.21,Canada
5818,379,2024-03-13,Automotive,5,7.49,37.44,Canada
6217,468,2024-03-13,Books,4,66.17,264.66,Germany
6224,470,2024-03-13,Food & Beverage,4,72.15,288.6,USA
5782,373,2024-03-13,Clothing,4,4.24,16.95,UK
5739,367,2024-03-13,Beauty,2,51.5,103.0,USA
5617,348,2024-03-14,Toys,2,79.48,158.95,France
6261,484,2024-03-14,Food & Beverage,3,27.33,81.99,UK
5647,353,2024-03-14,Toys,2,23.74,47.47,Germany
5664,355,2024-03-15,Toys,4,11.77,47.08,USA
6046,417,2024-03-15,Automotive,4,29.77,119.07,USA
6113,433,2024-03-16,Food & Beverage,5,15.49,77.43,USA
6214,466,2024-03-16,Automotive,3,85.1,255.3,USA
6027,413,2024-03-16,Clothing,2,64.29,128.57,USA
6169,450,2024-03-16,Health,2,103.38,206.77,Canada
5644,353,2024-03-17,Toys,3,12.92,38.76,USA
5781,373,2024-03-18,Automotive,2,74.69,149.37,USA
5609,347,2024-03-18,Beauty,4,14.01,56.04,Canada
5885,389,2024-03-18,Toys,5,12.78,63.92,UK
5629,350,2024-03-18,Automotive,2,8.92,17.85,Canada
5979,404,2024-03-18,Sports,3,51.06,153.17,Canada
6249,478,2024-03-19,Health,2,66.6,133.21,USA
6211,465,2024-03-19,Automotive,1,193.83,193.83,Canada
6235,474,2024-03-19,Sports,4,69.55,278.22,UK
5916,395,2024-03-19,Beauty,2,23.93,47.87,USA
6117,434,2024-03-20,Electronics,1,265.42,265.42,Canada
6310,500,2024-03-20,Beauty,4,53.6,214.39,Germany
5986,406,2024-03-20,Books,4,29.0,116.01,USA
5846,383,2024-03-20,Food & Beverage,5,14.83,74.15,Canada
6246,477,2024-03-20,Sports,5,24.74,123.71,Canada
6178,452,2024-03-21,Food & Beverage,3,24.55,73.66,USA
5808,377,2024-03-21,Health,5,16.63,83.16,USA
5538,335,2024-03-21,Home & Garden,1,113.56,113.56,UK
5831,381,2024-03-21,Books,3,11.02,33.06,Germany
5483,327,2024-03-21,Sports,5,25.84,129.18,Canada
6263,484,2024-03-22,Health,4,68.33,273.32,UK
6253,481,2024-03-22,Clothing,3,55.42,166.27,UK
5976,404,2024-03-22,Toys,4,23.2,92.81,UK
5625,350,2024-03-22,Clothing,1,52.08,52.08,Canada
6195,460,2024-03-22,Health,1,74.56,74.56,UK
6303,497,2024-03-22,Books,4,57.62,230.48,Canada
5608,347,2024-03-22,Automotive,1,86.62,86.62,USA
6090,425,2024-03-23,Toys,4,3.51,14.04,Germany
6102,428,2024-03-23,Home & Garden,2,95.94,191.88,UK
5544,336,2024-03-23,Electronics,5,23.63,118.14,UK
6271,487,2024-03-23,Books,2,76.99,153.97,USA
5511,332,2024-03-23,Automotive,1,22.72,22.72,UK
6298,495,2024-03-24,Clothing,4,33.98,135.9,UK
6184,456,2024-03-25,Beauty,3,89.56,268.69,USA
6267,486,2024-03-26,Books,5,40.8,204.01,France
6122,437,2024-03-26,Books,5,48.84,244.22,UK
6264,484,2024-03-26,Clothing,3,95.97,287.92,UK
6098,427,2024-03-26,Clothing,2,148.63,297.26,UK
6039,415,2024-03-26,Clothing,5,15.05,75.26,USA
5913,394,2024-03-26,Health,4,7.58,30.3,Canada
6044,416,2024-03-27,Electronics,3,20.93,62.78,France
5771,372,2024-03-27,Health,4,12.37,49.47,UK
5774,372,2024-03-28,Books,5,7.08,35.4,Canada
5883,389,2024-03-28,Automotive,5,24.65,123.26,USA
6289,491,2024-03-29,Toys,1,265.05,265.05,Germany
6020,412,2024-03-29,Home & Garden,3,26.35,79.04,UK
5575,341,2024-03-29,Food & Beverage,5,27.63,138.13,Canada
6262,484,2024-03-30,Sports,3,9.34,28.01,USA
5526,334,2024-03-30,Books,2,6.74,13.49,France
5574,341,2024-03-31,Health,2,22.7,45.4,UK
6285,490,2024-03-31,Clothing,2,38.29,76.59,Canada
5743,367,2024-04-01,Clothing,4,21.81,87.24,USA
5547,337,2024-04-01,Beauty,4,8.76,35.06,USA
6247,477,2024-04-01,Toys,1,125.16,125.16,USA
5785,374,2024-04-01,Sports,5,26.81,134.06,Canada
5564,339,2024-04-01,Books,5,24.01,120.04,UK
6254,482,2024-04-01,Home & Garden,3,94.23,282.68,USA
6200,462,2024-04-01,Toys,5,46.21,231.06,USA
6179,453,2024-04-01,Toys,5,22.53,112.63,USA
6229,472,2024-04-01,Books,5,21.63,108.14,USA
5852,384,2024-04-01,Automotive,3,31.96,95.87,USA
5501,331,2024-04-01,Sports,4,21.33,85.34,USA
5546,336,2024-04-02,Home & Garden,4,22.54,90.18,Canada
6255,482,2024-04-02,Home & Garden,1,52.65,52.65,USA
5699,361,2024-04-02,Books,3,47.43,142.29,UK
5713,363,2024-04-02,Automotive,1,50.38,50.38,USA
5946,399,2024-04-02,Books,5,18.22,91.11,USA
6196,461,2024-04-03,Home & Garden,3,24.32,72.97,USA
5513,332,2024-04-03,Automotive,5,8.94,44.7,USA
5610,347,2024-04-03,Sports,3,29.21,87.62,USA
5522,333,2024-04-03,Sports,4,39.78,159.11,USA
6299,496,2024-04-04,Books,4,15.07,60.28,USA
6302,497,2024-04-04,Health,2,86.97,173.94,France
5941,398,2024-04-05,Sports,4,4.52,18.07,USA
5737,366,2024-04-06,Home & Garden,3,31.13,93.38,USA
6127,438,2024-04-06,Books,3,56.4,169.2,UK
6076,422,2024-04-06,Toys,2,36.93,73.87,USA
5955,401,2024-04-06,Automotive,2,72.04,144.08,USA
5581,342,2024-04-06,Home & Garden,1,14.82,14.82,USA
6083,424,2024-04-07,Sports,5,16.99,84.96,UK
5630,350,2024-04-08,Sports,5,8.25,41.23,Canada
5556,338,2024-04-08,Automotive,4,38.55,154.21,USA
5962,402,2024-04-08,Toys,1,130.1,130.1,USA
6032,414,2024-04-08,Books,2,49.05,98.1,USA
5495,329,2024-04-09,Sports,4,12.4,49.59,France
5884,389,2024-04-09,Toys,3,48.76,146.27,USA
5512,332,2024-04-09,Beauty,3,8.78,26.33,USA
5920,396,2024-04-10,Sports,3,52.93,158.78,USA
6033,414,2024-04-10,Food & Beverage,2,64.38,128.75,USA
5999,408,2024-04-10,Sports,1,60.7,60.7,Germany
6154,445,2024-04-10,Home & Garden,3,72.13,216.38,USA
5838,382,2024-04-11,Sports,4,10.04,40.15,UK
5963,402,2024-04-12,Food & Beverage,4,9.01,36.04,UK
6124,437,2024-04-12,Toys,5,10.56,52.82,Germany
6003,409,2024-04-13,Electronics,5,6.4,31.99,USA
5685,359,2024-04-13,Sports,2,45.76,91.52,Canada
5477,326,2024-04-13,Food & Beverage,3,28.69,86.06,UK
5635,351,2024-04-13,Toys,3,54.13,162.38,Canada
5619,348,2024-04-13,Electronics,5,16.19,80.96,UK
6309,499,2024-04-14,Automotive,1,204.89,204.89,Germany
6197,461,2024-04-15,Home & Garden,2,111.25,222.5,Germany
6066,420,2024-04-15,Food & Beverage,3,36.6,109.8,UK
5998,408,2024-04-15,Books,2,47.35,94.7,UK
5537,335,2024-04-15,Home & Garden,4,19.19,76.74,USA
5944,399,2024-04-15,Sports,2,46.4,92.8,Canada
6057,419,2024-04-16,Books,3,14.61,43.82,USA
6231,472,2024-04-16,Sports,3,58.86,176.59,Canada
5878,388,2024-04-16,Clothing,1,88.21,88.21,France
6097,427,2024-04-17,Sports,3,82.15,246.45,Canada
6162,448,2024-04-17,Toys,2,68.21,136.43,France
5738,367,2024-04-17,Clothing,1,99.43,99.43,Canada
6174,451,2024-04-17,Electronics,3,22.1,66.29,USA
5661,355,2024-04-19,Food & Beverage,5,14.08,70.39,Canada
5541,336,2024-04-19,Toys,2,53.64,107.27,USA
6156,445,2024-04-19,Electronics,4,21.05,84.19,USA
5571,341,2024-04-19,Home & Garden,3,23.92,71.76,USA
6111,431,2024-04-20,Sports,3,14.23,42.7,USA
5994,407,2024-04-21,Sports,3,44.88,134.65,UK
5899,392,2024-04-21,Clothing,1,95.09,95.09,USA
5724,365,2024-04-21,Food & Beverage,4,3.34,13.34,UK
6234,474,2024-04-22,Clothing,4,50.62,202.47,UK
5845,383,2024-04-23,Sports,4,14.34,57.37,USA
6013,410,2024-04-23,Sports,4,26.95,107.81,Canada
5988,406,2024-04-23,Sports,1,54.28,54.28,USA
5484,327,2024-04-23,Home & Garden,1,24.73,24.73,USA
5518,333,2024-04-23,Automotive,4,19.44,77.76,UK
5905,393,2024-04-24,Automotive,5,2.1,10.51,UK
6040,416,2024-04-25,Beauty,1,114.84,114.84,USA
6238,475,2024-04-25,Sports,2,54.17,108.33,USA
6248,477,2024-04-25,Automotive,4,12.22,48.89,USA
6038,415,2024-04-26,Health,3,46.01,138.04,UK
5485,327,2024-04-26,Beauty,4,18.64,74.55,UK
6281,490,2024-04-26,Electronics,3,64.67,194.02,UK
5870,387,2024-04-26,Beauty,3,10.62,31.86,France
5657,354,2024-04-26,Health,2,46.84,93.68,UK
5503,331,2024-04-26,Books,3,44.64,133.91,UK
6287,491,2024-04-27,Books,2,99.77,199.54,UK
6294,493,2024-04-27,Beauty,5,23.6,118.0,UK
6161,448,2024-04-27,Electronics,4,3.71,14.82,UK
6292,492,2024-04-28,Toys,4,42.15,168.61,USA
6028,413,2024-04-28,Food & Beverage,4,25.2,100.79,UK
5940,398,2024-04-28,Home & Garden,4,24.15,96.61,Canada
5510,332,2024-04-28,Clothing,1,46.39,46.39,USA
6009,410,2024-04-28,Toys,5,32.66,163.29,USA
5906,393,2024-04-28,Food & Beverage,1,149.46,149.46,Canada
5639,352,2024-04-29,Toys,4,5.65,22.62,USA
5555,338,2024-04-29,Sports,4,35.74,142.95,France
5631,350,2024-04-29,Automotive,1,87.04,87.04,Germany
5524,333,2024-04-29,Clothing,5,12.11,60.54,USA
5638,352,2024-04-29,Health,4,24.69,98.77,USA
6148,443,2024-04-29,Health,3,4.14,12.43,USA
5783,374,2024-04-30,Home & Garden,1,119.65,119.65,UK
6279,489,2024-04-30,Books,2,91.1,182.21,Canada
5997,407,2024-05-01,Beauty,2,37.15,74.3,USA
6277,489,2024-05-01,Health,5,31.13,155.66,USA
6067,420,2024-05-01,Clothing,3,22.35,67.04,USA
5917,395,2024-05-01,Clothing,1,15.39,15.39,USA
5600,346,2024-05-02,Beauty,2,76.59,153.18,USA
5863,386,2024-05-02,Automotive,1,127.6,127.6,USA
6176,452,2024-05-02,Beauty,1,165.53,165.53,Germany
6133,440,2024-05-02,Food & Beverage,5,44.43,222.13,Canada
5921,396,2024-05-02,Food & Beverage,4,26.69,106.78,USA
5923,396,2024-05-03,Toys,1,58.42,58.42,UK
5804,376,2024-05-03,Toys,2,78.88,157.75,Canada
5769,372,2024-05-03,Clothing,4,30.55,122.19,UK
5548,337,2024-05-03,Health,3,11.41,34.22,USA
6202,462,2024-05-03,Clothing,5,21.09,105.43,Germany
5930,397,2024-05-04,Health,4,32.15,128.61,UK
5903,393,2024-05-04,Electronics,1,149.86,149.86,Germany
5857,385,2024-05-04,Health,3,32.92,98.77,Germany
5508,332,2024-05-05,Automotive,5,16.86,84.28,USA
5904,393,2024-05-05,Food & Beverage,5,10.44,52.22,USA
5834,382,2024-05-05,Health,4,31.1,124.38,Canada
6100,427,2024-05-05,Health,5,30.9,154.52,UK
5493,329,2024-05-05,Food & Beverage,3,24.05,72.14,USA
5935,397,2024-05-06,Sports,1,126.51,126.51,UK
6041,416,2024-05-06,Automotive,3,17.35,52.04,UK
6251,479,2024-05-06,Home & Garden,3,25.85,77.54,USA
6244,476,2024-05-06,Home & Garden,1,284.74,284.74,USA
6241,475,2024-05-06,Food & Beverage,4,36.43,145.7,UK
6155,445,2024-05-06,Books,5,45.32,226.6,USA
5821,380,2024-05-06,Health,4,36.33,145.34,Canada
6071,421,2024-05-07,Health,3,34.9,104.69,Canada
5660,355,2024-05-07,Clothing,4,14.26,57.04,Canada
5803,376,2024-05-07,Clothing,1,22.42,22.42,USA
5601,346,2024-05-08,Sports,5,23.3,116.52,Germany
5795,375,2024-05-08,Toys,2,72.22,144.45,UK
5614,348,2024-05-08,Toys,4,16.81,67.25,USA
5618,348,2024-05-08,Health,5,28.0,139.99,UK
5506,331,2024-05-09,Books,5,25.16,125.78,USA
6173,451,2024-05-09,Home & Garden,1,264.08,264.08,Canada
5960,402,2024-05-09,Electronics,2,47.09,94.18,Germany
5586,343,2024-05-10,Electronics,2,68.45,136.9,UK
5622,349,2024-05-11,Health,5,14.86,74.28,Canada
5952,400,2024-05-11,Books,5,28.51,142.55,France
6260,484,2024-05-11,Electronics,3,50.37,151.12,USA
